source_value,source_value_high,source_currency,source_last_update,effect_id,effect_name,item_name,bp_price_ref,bp_price_keys,bp_price_all,slot,summary,defindex,scrape_timestamp
34,34,keys,1429557856,6,Green Confetti,Flamboyant Flamenco,2194.87,34 keys,"2,194.87 ref",misc,Level 10 Hat,627,2026-09-11T04:38:28+00:00
110,110,keys,1684022755,6,Green Confetti,Flash of Inspiration,7101.05,110 keys,"7,101.05 ref",misc,Level 1-100 Hair,30871,2026-09-11T04:38:28+00:00
20,21,keys,1778945408,6,Green Confetti,Fleet Commander,1291.1,20–21 keys,"1,291.10 ref",misc,Level 1-100 Hat,31469,2026-09-11T04:38:28+00:00
8,8.5,keys,1615111781,6,Green Confetti,Flipped Trilby,516.44,8–8.5 keys,516.44 ref,misc,Level 1-100 Hat,324,2026-09-11T04:38:28+00:00
15,15,keys,1735479774,6,Green Confetti,Football Helmet,968.325,15 keys,968.33 ref,misc,Level 1-100 Helmet,49,2026-09-11T04:38:28+00:00
30,30,keys,1601799232,6,Green Confetti,Fortunate Son,1936.65,30 keys,"1,936.65 ref",misc,Level 1-100 Helmet,30636,2026-09-11T04:38:28+00:00
24,24,keys,1771136270,6,Green Confetti,Frag Proof Fragger,1549.32,24 keys,"1,549.32 ref",misc,Level 1-100 Helmet,30979,2026-09-11T04:38:28+00:00
13,13,keys,1696589336,6,Green Confetti,Frenchman's Beret,839.215,13 keys,839.22 ref,misc,Level 1-100 Hat,180,2026-09-11T04:38:28+00:00
43,43,keys,1593654697,6,Green Confetti,Frickin' Sweet Ninja Hood,2775.865,43 keys,"2,775.87 ref",misc,Level 1-100 Hood,30394,2026-09-11T04:38:28+00:00
13,13,keys,1786464086,6,Green Confetti,Fried Batter,839.215,13 keys,839.22 ref,misc,Level 1-100 Hat,31197,2026-09-11T04:38:28+00:00
13,13,keys,1727603116,6,Green Confetti,Frigid Fashion,839.215,13 keys,839.22 ref,misc,Level 1-100 Hat,31421,2026-09-11T04:38:28+00:00
16,16,keys,1690740005,6,Green Confetti,Front Runner,1032.88,16 keys,"1,032.88 ref",misc,Level 1-100 Hat,760,2026-09-11T04:38:28+00:00
15,16,keys,1632136525,6,Green Confetti,Frontier Djustice,968.325,15–16 keys,968.33 ref,misc,Level 1-100 Hat,30421,2026-09-11T04:38:28+00:00
9,10,keys,1627525624,6,Green Confetti,Fruit Shoot,580.995,9–10 keys,581.00 ref,misc,Level 1-100 Hat,759,2026-09-11T04:38:28+00:00
15,15,keys,1677528199,6,Green Confetti,Full Metal Drill Hat,968.325,15 keys,968.33 ref,misc,Level 1-100 Hat,30026,2026-09-11T04:38:28+00:00
13,13,keys,1664872891,6,Green Confetti,Fur-Lined Fighter,839.215,13 keys,839.22 ref,misc,Level 1-100 Hat,30545,2026-09-11T04:38:28+00:00
12,13,keys,1683965091,6,Green Confetti,Furious Fukaamigasa,774.66,12–13 keys,774.66 ref,misc,Level 1-100 Hat,395,2026-09-11T04:38:28+00:00
20,22,keys,1672060635,6,Green Confetti,Galvanized Gibus,1291.1,20–22 keys,"1,291.10 ref",misc,Level 1-100 Hat,30003,2026-09-11T04:38:28+00:00
74,74,keys,1772847276,6,Green Confetti,Gauzed Gaze,4777.07,74 keys,"4,777.07 ref",misc,Level 1-100 Hat,30786,2026-09-11T04:38:28+00:00
12,12,keys,1440872620,6,Green Confetti,Geisha Boy,774.66,12 keys,774.66 ref,misc,Level 1-100 Hair,363,2026-09-11T04:38:28+00:00
12,12,keys,1677753734,6,Green Confetti,Gentleman's Gatsby,774.66,12 keys,774.66 ref,misc,Level 1-100 Hat,184,2026-09-11T04:38:28+00:00
13,13,keys,1641461764,6,Green Confetti,Gentleman's Ushanka,839.215,13 keys,839.22 ref,misc,Level 1-100 Hat,778,2026-09-11T04:38:28+00:00
10,10,keys,1515864779,6,Green Confetti,German Gonzila,645.55,10 keys,645.55 ref,misc,Level 1-100 Hat,323,2026-09-11T04:38:28+00:00
12,12,keys,1659259288,6,Green Confetti,Giftcrafter,774.66,12 keys,774.66 ref,misc,Level 1-100 Hat,31246,2026-09-11T04:38:28+00:00
20,22,keys,1563056577,6,Green Confetti,Gilded Guard,1291.1,20–22 keys,"1,291.10 ref",misc,Level 1-100 Helmet,1093,2026-09-11T04:38:28+00:00
11,14,keys,1763196701,6,Green Confetti,Glengarry Bonnet,710.105,11–14 keys,710.11 ref,misc,Level 1-100 Hat,100,2026-09-11T04:38:28+00:00
14,15,keys,1603617584,6,Green Confetti,Globetrotter,903.77,14–15 keys,903.77 ref,misc,Level 1-100 Snow Globe,31090,2026-09-11T04:38:28+00:00
28,31,keys,1511191041,6,Green Confetti,Greased Lightning,1807.54,28–31 keys,"1,807.54 ref",misc,Level 1-100 Hair,30078,2026-09-11T04:38:28+00:00
19,19,keys,1755112647,6,Green Confetti,Grenadier's Softcap,1226.545,19 keys,"1,226.55 ref",misc,Level 1-100 Hat,227,2026-09-11T04:38:28+00:00
10,13,keys,1411394999,6,Green Confetti,Gridiron Guardian,645.55,10–13 keys,645.55 ref,misc,Level 1-100 Helmet,30013,2026-09-11T04:38:28+00:00
15,15,keys,1612676813,6,Green Confetti,Grimm Hatte,968.325,15 keys,968.33 ref,misc,Level 1-100 Hat,383,2026-09-11T04:38:28+00:00
14,21,keys,1573856149,6,Green Confetti,Ground Control,903.77,14–21 keys,903.77 ref,misc,Level 1-100 Hat,30338,2026-09-11T04:38:28+00:00
9,11,keys,1496731412,6,Green Confetti,Gym Rat,580.995,9–11 keys,581.00 ref,misc,Level 10 Hair,613,2026-09-11T04:38:28+00:00
8,10,keys,1726775797,6,Green Confetti,Halogen Head Lamp,516.44,8–10 keys,516.44 ref,misc,Level 1-100 Hat,30041,2026-09-11T04:38:28+00:00
11,11,keys,1743672018,6,Green Confetti,Handyman's Handle,710.105,11 keys,710.11 ref,misc,Level 1-100 Hat,253,2026-09-11T04:38:28+00:00
7,7,keys,1610443162,6,Green Confetti,Hard Counter,451.885,7 keys,451.89 ref,misc,Level 1-100 Hat,254,2026-09-11T04:38:28+00:00
20,20,keys,1639694511,6,Green Confetti,Hat of Cards,1291.1,20 keys,"1,291.10 ref",misc,Level 1-100 Hat,825,2026-09-11T04:38:28+00:00
20,20,keys,1715810206,6,Green Confetti,Hat with No Name,1291.1,20 keys,"1,291.10 ref",misc,Level 10 Hat,631,2026-09-11T04:38:28+00:00
30,30,keys,1673205737,6,Green Confetti,Hawk Warrior,1936.65,30 keys,"1,936.65 ref",misc,Level 1-100 Hat,31111,2026-09-11T04:38:28+00:00
400,400,keys,1755110875,6,Green Confetti,HazMat Headcase,25822.0,400 keys,"25,822.00 ref",misc,Level 1-100 Mask,783,2026-09-11T04:38:28+00:00
11,11,keys,1631562246,6,Green Confetti,Hazard Headgear,710.105,11 keys,710.11 ref,misc,Level 1-100 Hat,31115,2026-09-11T04:38:28+00:00
6.5,7,keys,1581367027,6,Green Confetti,Head Hedge,419.6075,6.5–7 keys,419.61 ref,misc,Level 1-100 Helmet,30978,2026-09-11T04:38:28+00:00
305,305,keys,1785184061,6,Green Confetti,Head Prize,19689.275,305 keys,"19,689.28 ref",misc,Level 1-100 Hat,30838,2026-09-11T04:38:28+00:00
16,22,keys,1573916767,6,Green Confetti,Head Warmer,1032.88,16–22 keys,"1,032.88 ref",misc,Level 1-100 Hat,644,2026-09-11T04:38:28+00:00
16,16,keys,1714341519,6,Green Confetti,Head of Defense,1032.88,16 keys,"1,032.88 ref",misc,Level 1-100 Hat,31114,2026-09-11T04:38:28+00:00
15,15,keys,1707252562,6,Green Confetti,Headhunter's Brim,968.325,15 keys,968.33 ref,misc,Level 1-100 Hat,31313,2026-09-11T04:38:28+00:00
11,11,keys,1755074669,6,Green Confetti,Heavy Duty Rag,710.105,11 keys,710.11 ref,misc,Level 1-100 Bandana,185,2026-09-11T04:38:28+00:00
17,17,keys,1598363094,6,Green Confetti,Heer's Helmet,1097.435,17 keys,"1,097.44 ref",misc,Level 1-100 Helmet,30378,2026-09-11T04:38:28+00:00
31.62,35.34,usd,1380261259,6,Green Confetti,Helmet without a Home,1216.153846,18.839 keys,"1,216.15 ref",misc,Level 1-100 Helmet,732,2026-09-11T04:38:28+00:00
9,13,keys,1574626953,6,Green Confetti,Hephaistos' Handcraft,580.995,9–13 keys,581.00 ref,misc,Level 1-100 Helmet,31000,2026-09-11T04:38:28+00:00
22,22,keys,1773588573,6,Green Confetti,Herald's Helm,1420.21,22 keys,"1,420.21 ref",misc,Level 1-100 Helmet,30769,2026-09-11T04:38:28+00:00
12,12,keys,1637260845,6,Green Confetti,Hermes,774.66,12 keys,774.66 ref,misc,Level 10 Hat,633,2026-09-11T04:38:28+00:00
7,8,keys,1683332647,6,Green Confetti,Hetman's Headpiece,451.885,7–8 keys,451.89 ref,misc,Level 1-100 Hat,436,2026-09-11T04:38:28+00:00
10,12,keys,1558020355,6,Green Confetti,Highway Star,645.55,10–12 keys,645.55 ref,misc,Level 1-100 Bandana,31010,2026-09-11T04:38:28+00:00
19,22,keys,1765116196,6,Green Confetti,Honcho's Headgear,1226.545,19–22 keys,"1,226.55 ref",misc,Level 1-100 Hat,391,2026-09-11T04:38:28+00:00
33,34,keys,1783280803,6,Green Confetti,Hong Kong Cone,2130.315,33–34 keys,"2,130.32 ref",misc,Level 1-100 Hat,30177,2026-09-11T04:38:28+00:00
23,23,keys,1777356893,6,Green Confetti,Horrific Headsplitter,1484.765,23 keys,"1,484.77 ref",misc,Level 31 Hat,291,2026-09-11T04:38:28+00:00
10,10,keys,1693899453,6,Green Confetti,Hot Dogger,645.55,10 keys,645.55 ref,misc,Level 10 Hat,614,2026-09-11T04:38:28+00:00
9,11,keys,1589894386,6,Green Confetti,Hotrod,580.995,9–11 keys,581.00 ref,misc,Level 1-100 Mask,148,2026-09-11T04:38:28+00:00
19,19,keys,1594560155,6,Green Confetti,Hottie's Hoodie,1226.545,19 keys,"1,226.55 ref",misc,Level 1-100 Hood,377,2026-09-11T04:38:28+00:00
10,11,keys,1566109276,6,Green Confetti,Hound Dog,645.55,10–11 keys,645.55 ref,misc,Level 1-100 Hair,145,2026-09-11T04:38:28+00:00
19,19,keys,1581519320,6,Green Confetti,Human Cannonball,1226.545,19 keys,"1,226.55 ref",misc,Level 1-100 Helmet,817,2026-09-11T04:38:28+00:00
60,60,keys,1624040320,6,Green Confetti,Hungover Hero,3873.3,60 keys,"3,873.30 ref",misc,Level 1-100 Headgear,30954,2026-09-11T04:38:28+00:00
34,34,keys,1541796963,6,Green Confetti,Hunter in Darkness,2194.87,34 keys,"2,194.87 ref",misc,Level 1-100 Hat,30877,2026-09-11T04:38:28+00:00
20,21,keys,1727420077,6,Green Confetti,Hustler's Hallmark,1291.1,20–21 keys,"1,291.10 ref",misc,Level 1-100 Hat,146,2026-09-11T04:38:28+00:00
12,12,keys,1723751579,6,Green Confetti,Impact Impaler,774.66,12 keys,774.66 ref,misc,Level 1-100 Helmet,31432,2026-09-11T04:38:28+00:00
18,18,keys,1763196637,6,Green Confetti,Industrial Festivizer,1161.99,18 keys,"1,161.99 ref",misc,Level 1-100 Hat,338,2026-09-11T04:38:28+00:00
31,31,keys,1726526468,6,Green Confetti,Infernal Impaler,2001.205,31 keys,"2,001.21 ref",misc,Level 13 Headgear,575,2026-09-11T04:38:28+00:00
8,8,keys,1581519274,6,Green Confetti,Janissary Ketche,516.44,8 keys,516.44 ref,misc,Level 1-100 Hat,437,2026-09-11T04:38:28+00:00
12,12,keys,1720121161,6,Green Confetti,Jolly Jingler,774.66,12 keys,774.66 ref,misc,Level 1-100 Hat,31165,2026-09-11T04:38:28+00:00
13,13,keys,1631955509,6,Green Confetti,Jumper's Jeepcap,839.215,13 keys,839.22 ref,misc,Level 1-100 Hat,417,2026-09-11T04:38:28+00:00
10,11,keys,1594457610,6,Green Confetti,Katyusha,645.55,10–11 keys,645.55 ref,misc,Level 1-100 Hat,30094,2026-09-11T04:38:28+00:00
23,30,keys,1630094850,6,Green Confetti,Killer Exclusive,1484.765,23–30 keys,"1,484.77 ref",misc,Level 10 Hat,538,2026-09-11T04:38:28+00:00
16,17,keys,1512409152,6,Green Confetti,Killer's Kabuto,1032.88,16–17 keys,"1,032.88 ref",misc,Level 1-100 Helmet,152,2026-09-11T04:38:28+00:00
13,14,keys,1697208180,6,Green Confetti,Kiss King,839.215,13–14 keys,839.22 ref,misc,Level 1-100 Hat,30313,2026-09-11T04:38:28+00:00
14,14,keys,1632130612,6,Green Confetti,L'Inspecteur,903.77,14 keys,903.77 ref,misc,Level 10 Hat,622,2026-09-11T04:38:28+00:00
11,17,keys,1577245229,6,Green Confetti,L'homme Burglerre,710.105,11–17 keys,710.11 ref,misc,Level 1-100 Hat,30182,2026-09-11T04:38:28+00:00
119,119,keys,1772847413,6,Green Confetti,Large Luchador,7682.045,119 keys,"7,682.05 ref",misc,Level 1-100 Mask,380,2026-09-11T04:38:28+00:00
8,8.5,keys,1593721991,6,Green Confetti,Larrikin Robin,516.44,8–8.5 keys,516.44 ref,misc,Level 1-100 Hat,314,2026-09-11T04:38:28+00:00
28,28,keys,1668331181,6,Green Confetti,Law,1807.54,28 keys,"1,807.54 ref",misc,Level 1-100 Hat,30362,2026-09-11T04:38:28+00:00
70,70,keys,1754285843,6,Green Confetti,Lawnmaker,4518.85,70 keys,"4,518.85 ref",misc,Level 1-100 Hat,31272,2026-09-11T04:38:28+00:00
125,125,keys,1670666003,6,Green Confetti,Le Party Phantom,8069.375,125 keys,"8,069.38 ref",misc,Level 1-100 Mask,337,2026-09-11T04:38:28+00:00
165,165,keys,1785234301,6,Green Confetti,Legendary Lid,10651.575,165 keys,"10,651.58 ref",misc,Level 1-100 Hat,30868,2026-09-11T04:38:28+00:00
10,10,keys,1595434758,6,Green Confetti,Letch's LED,645.55,10 keys,645.55 ref,misc,Level 1-100 Hat,30002,2026-09-11T04:38:28+00:00
41,41,keys,1597444406,6,Green Confetti,Lil' Bitey,2646.755,41 keys,"2,646.76 ref",misc,Level 1-100 Hat,30814,2026-09-11T04:38:28+00:00
16,17,keys,1498500996,6,Green Confetti,Liquidator's Lid,1032.88,16–17 keys,"1,032.88 ref",misc,Level 1-100 Hat,779,2026-09-11T04:38:28+00:00
13,13,keys,1519004527,6,Green Confetti,Little Buddy,839.215,13 keys,839.22 ref,misc,Level 10 Hat,612,2026-09-11T04:38:28+00:00
13,13,keys,1498973800,6,Green Confetti,Lord Cockswain's Pith Helmet,839.215,13 keys,839.22 ref,misc,Level 1-100 Headgear,439,2026-09-11T04:38:28+00:00
17,19,keys,1786349555,6,Green Confetti,Lucky Shot,1097.435,17–19 keys,"1,097.44 ref",misc,Level 1-100 Helmet,701,2026-09-11T04:38:28+00:00
8.5,9,keys,1588758591,6,Green Confetti,Madame Dixie,548.7175,8.5–9 keys,548.72 ref,misc,Level 1-100 Hat,321,2026-09-11T04:38:28+00:00
9,9.5,keys,1526238732,6,Green Confetti,Magistrate's Mullet,580.995,9–9.5 keys,581.00 ref,misc,Level 1-100 Hair,147,2026-09-11T04:38:28+00:00
8,9,keys,1627163690,6,Green Confetti,Magnificent Mongolian,516.44,8–9 keys,516.44 ref,misc,Level 1-100 Hat,313,2026-09-11T04:38:28+00:00
9,9,keys,1535357016,6,Green Confetti,Mann of Reason,580.995,9 keys,581.00 ref,misc,Level 1-100 Hat,30318,2026-09-11T04:38:28+00:00
8,8,keys,1604292732,6,Green Confetti,Mann-O-War,516.44,8 keys,516.44 ref,misc,Level 1-100 Hat,31008,2026-09-11T04:38:28+00:00
8.5,8.5,keys,1772848132,6,Green Confetti,Mannhattan Protect,548.7175,8.5 keys,548.72 ref,misc,Level 1-100 Hat,31484,2026-09-11T04:38:28+00:00
100,100,keys,1624783228,6,Green Confetti,Mask of the Shaman,6455.5,100 keys,"6,455.50 ref",misc,Level 10 Mask,514,2026-09-11T04:38:28+00:00
196,196,keys,1788393296,6,Green Confetti,Master's Yellow Belt,12652.78,196 keys,"12,652.78 ref",misc,Level 1-100 Hat,110,2026-09-11T04:38:28+00:00
12,12,keys,1677091483,6,Green Confetti,Medic's Mountain Cap,774.66,12 keys,774.66 ref,misc,Level 1-100 Hat,381,2026-09-11T04:38:28+00:00
8,8,keys,1595435161,6,Green Confetti,Melted Mop,516.44,8 keys,516.44 ref,misc,Level 1-100 Ice Cream Cone,31041,2026-09-11T04:38:28+00:00
17,19,keys,1616409290,6,Green Confetti,Merc's Mohawk,1097.435,17–19 keys,"1,097.44 ref",misc,Level 1-100 Hair,30413,2026-09-11T04:38:28+00:00
7.5,7.5,keys,1592573378,6,Green Confetti,Metal Slug,484.1625,7.5 keys,484.16 ref,misc,Level 1-100 Hat,30028,2026-09-11T04:38:28+00:00
9.5,10,keys,1632558932,6,Green Confetti,Mighty Mitre,613.2725,9.5–10 keys,613.27 ref,misc,Level 1-100 Hat,31034,2026-09-11T04:38:28+00:00
20,26,keys,1722201165,6,Green Confetti,Milkman,1291.1,20–26 keys,"1,291.10 ref",misc,Level 1-100 Hat,219,2026-09-11T04:38:28+00:00
130,160,keys,1736106839,6,Green Confetti,Mining Light,8392.15,130–160 keys,"8,392.15 ref",misc,Level 1-100 Cosmetic Item,48,2026-09-11T04:38:28+00:00
18,18,keys,1476278687,6,Green Confetti,Minnesota Slick,1161.99,18 keys,"1,161.99 ref",misc,Level 1-100 Hair,30315,2026-09-11T04:38:28+00:00
9,9,keys,1755700263,6,Green Confetti,Missing Piece,580.995,9 keys,581.00 ref,misc,Level 1-100 Hat,31101,2026-09-11T04:38:28+00:00
14,14,keys,1629190129,6,Green Confetti,Modest Metal Pile of Scrap,903.77,14 keys,903.77 ref,misc,Level 1-100 Hat,30001,2026-09-11T04:38:28+00:00
14,15,keys,1627523200,6,Green Confetti,Modest Pile of Hat,903.77,14–15 keys,903.77 ref,misc,Level 1-100 Hat,139,2026-09-11T04:38:28+00:00
10,10,keys,1740708274,6,Green Confetti,Mooshanka,645.55,10 keys,645.55 ref,misc,Level 1-100 Hat,31255,2026-09-11T04:38:28+00:00
12,12,keys,1692216042,6,Green Confetti,More Gun Marshal,774.66,12 keys,774.66 ref,misc,Level 1-100 Hat,31298,2026-09-11T04:38:28+00:00
300,300,keys,1729901586,6,Green Confetti,Mountebank's Masque,19366.5,300 keys,"19,366.50 ref",misc,Level 1-100 Hat,30573,2026-09-11T04:38:28+00:00
13,14,keys,1638005164,6,Green Confetti,Murderer's Motif,839.215,13–14 keys,839.22 ref,misc,Level 1-100 Hat,31016,2026-09-11T04:38:28+00:00
8,8.5,keys,1690617793,6,Green Confetti,Nanobalaclava,516.44,8–8.5 keys,516.44 ref,misc,Level 10 Hat,521,2026-09-11T04:38:28+00:00
9,9,keys,1658666535,6,Green Confetti,Napoleon Complex,580.995,9 keys,581.00 ref,misc,Level 1-100 Hat,30360,2026-09-11T04:38:28+00:00
14,14,keys,1667292660,6,Green Confetti,Napper's Respite,903.77,14 keys,903.77 ref,misc,Level 1-100 Hat,248,2026-09-11T04:38:28+00:00
20,26,keys,1529964707,6,Green Confetti,Nasty Norsemann,1291.1,20–26 keys,"1,291.10 ref",misc,Level 1-100 Helmet,30810,2026-09-11T04:38:28+00:00
17,17,keys,1627600458,6,Green Confetti,Neckwear Headwear,1097.435,17 keys,"1,097.44 ref",misc,Level 1-100 Hat,30307,2026-09-11T04:38:28+00:00
61,61,keys,1744886582,6,Green Confetti,Neptune's Nightmare,3937.855,61 keys,"3,937.86 ref",misc,Level 1-100 Helmet,30684,2026-09-11T04:38:28+00:00
8.5,8.5,keys,1737364232,6,Green Confetti,Nightcap,548.7175,8.5 keys,548.72 ref,misc,Level 1-100 Hat,31422,2026-09-11T04:38:28+00:00
10,10,keys,1691310792,6,Green Confetti,Noble Amassment of Hats,645.55,10 keys,645.55 ref,misc,Level 1-100 Hat,137,2026-09-11T04:38:28+00:00
10,12,keys,1743275188,6,Green Confetti,Noble Nickel Amassment of Hats,645.55,10–12 keys,645.55 ref,misc,Level 1-100 Hat,30006,2026-09-11T04:38:28+00:00
350,350,keys,1706546155,6,Green Confetti,Noh Mercy,22594.25,350 keys,"22,594.25 ref",misc,Level 1-100 Mask,361,2026-09-11T04:38:28+00:00
21,22,keys,1762390491,6,Green Confetti,Nuke,1355.655,21–22 keys,"1,355.66 ref",misc,Level 1-100 Hair,30885,2026-09-11T04:38:28+00:00
44,44,keys,1712588988,6,Green Confetti,Nunhood,2840.42,44 keys,"2,840.42 ref",misc,Level 1-100 Hat,30311,2026-09-11T04:38:28+00:00
16,16,keys,1527372948,6,Green Confetti,Officer's Ushanka,1032.88,16 keys,"1,032.88 ref",misc,Level 1-100 Hat,96,2026-09-11T04:38:28+00:00
17,18,keys,1725404258,6,Green Confetti,Oktoberfester,1097.435,17–18 keys,"1,097.44 ref",misc,Level 1-100 Hat,31344,2026-09-11T04:38:28+00:00
11,12,keys,1702903793,6,Green Confetti,Ol' Geezer,710.105,11–12 keys,710.11 ref,misc,Level 1-100 Hat,399,2026-09-11T04:38:28+00:00
12,12,keys,1750246732,6,Green Confetti,Ol' Reliable,774.66,12 keys,774.66 ref,misc,Level 1-100 Helmet,31345,2026-09-11T04:38:28+00:00
10,10,keys,1627550699,6,Green Confetti,Ol' Snaggletooth,645.55,10 keys,645.55 ref,misc,Level 1-100 Hat,229,2026-09-11T04:38:28+00:00
14,14,keys,1750994018,6,Green Confetti,Old Guadalajara,903.77,14 keys,903.77 ref,misc,Level 1-100 Hat,247,2026-09-11T04:38:28+00:00
35,35,keys,1523491665,6,Green Confetti,Old Man Frost,2259.425,35 keys,"2,259.43 ref",misc,Level 1-100 Hat,30589,2026-09-11T04:38:28+00:00
19,19,keys,1777524153,6,Green Confetti,One-Man Army,1226.545,19 keys,"1,226.55 ref",misc,Level 10 Hair,601,2026-09-11T04:38:28+00:00
16,16,keys,1668850447,6,Green Confetti,Optic Nerve,1032.88,16 keys,"1,032.88 ref",misc,Level 1-100 Hat,31224,2026-09-11T04:38:28+00:00
15,15,keys,1511207213,6,Green Confetti,Otolaryngologist's Mirror,968.325,15 keys,968.33 ref,misc,Level 1-100 Hat,104,2026-09-11T04:38:28+00:00
11,11,keys,1594466438,6,Green Confetti,Outdoorsman,710.105,11 keys,710.11 ref,misc,Level 10 Hat,603,2026-09-11T04:38:28+00:00
23,23,keys,1787052374,6,Green Confetti,Outta Sight,1484.765,23 keys,"1,484.77 ref",misc,Level 1-100 Hat,30628,2026-09-11T04:38:28+00:00
8.5,8.5,keys,1632858049,6,Green Confetti,Pampered Pyro,548.7175,8.5 keys,548.72 ref,misc,Level 1-100 Towel,30139,2026-09-11T04:38:28+00:00
14,14,keys,1693389595,6,Green Confetti,Pardner's Pompadour,903.77,14 keys,903.77 ref,misc,Level 1-100 Hair,30099,2026-09-11T04:38:28+00:00
9,12,keys,1782247217,6,Green Confetti,Partizan,580.995,9–12 keys,581.00 ref,misc,Level 1-100 Hat,31329,2026-09-11T04:38:28+00:00
34,39,keys,1787391458,6,Green Confetti,Patriot Peak,2194.87,34–39 keys,"2,194.87 ref",misc,Level 1-100 Hat,30743,2026-09-11T04:38:28+00:00
23,23,keys,1633853088,6,Green Confetti,Peacenik's Ponytail,1484.765,23 keys,"1,484.77 ref",misc,Level 1-100 Hair,30406,2026-09-11T04:38:28+00:00
230,230,keys,1788224263,6,Green Confetti,Pencil Pusher,14847.65,230 keys,"14,847.65 ref",misc,Level 10 Hair,605,2026-09-11T04:38:28+00:00
17,17,keys,1494810675,6,Green Confetti,Physician's Protector,1097.435,17 keys,"1,097.44 ref",misc,Level 1-100 Helmet,30625,2026-09-11T04:38:28+00:00
11,15,keys,1570101402,6,Green Confetti,Pirate Bandana,710.105,11–15 keys,710.11 ref,misc,Level 1-100 Hat,30180,2026-09-11T04:38:28+00:00
18,23,keys,1614482312,6,Green Confetti,Pithy Professional,1161.99,18–23 keys,"1,161.99 ref",misc,Level 1-100 Hat,30915,2026-09-11T04:38:28+00:00
10,12,keys,1433284371,6,Green Confetti,Platinum Pickelhaube,645.55,10–12 keys,645.55 ref,misc,Level 1-100 Helmet,30042,2026-09-11T04:38:28+00:00
11,11,keys,1689496906,6,Green Confetti,Plug-In Prospector,710.105,11 keys,710.11 ref,misc,Level 1-100 Hat,30031,2026-09-11T04:38:28+00:00
46,46,keys,1525039631,6,Green Confetti,Plumber's Cap,2969.53,46 keys,"2,969.53 ref",misc,Level 1-100 Hat,30846,2026-09-11T04:38:28+00:00
6.5,7,keys,1594525094,6,Green Confetti,Plumber's Pipe,419.6075,6.5–7 keys,419.61 ref,misc,Level 1-100 Hat,30022,2026-09-11T04:38:28+00:00
11,11,keys,1736672250,6,Green Confetti,Polar Bear,710.105,11 keys,710.11 ref,misc,Level 1-100 Hat,30964,2026-09-11T04:38:28+00:00
430,650,keys,1650908626,6,Green Confetti,Polar Pullover,27758.65,430–650 keys,"27,758.65 ref",misc,Level 1-100 Hat,30329,2026-09-11T04:38:28+00:00
12,12,keys,1749954848,6,Green Confetti,Pom-Pommed Provocateur,774.66,12 keys,774.66 ref,misc,Level 1-100 Mask,30072,2026-09-11T04:38:28+00:00
21,22,keys,1502659335,6,Green Confetti,Pomade Prince,1355.655,21–22 keys,"1,355.66 ref",misc,Level 1-100 Hair,30428,2026-09-11T04:38:28+00:00
13,14,keys,1593703328,6,Green Confetti,Powdered Practitioner,839.215,13–14 keys,839.22 ref,misc,Level 1-100 Hat,30069,2026-09-11T04:38:28+00:00
7,7,keys,1594525104,6,Green Confetti,Prancer's Pride,451.885,7 keys,451.89 ref,misc,Level 1-100 Hat,318,2026-09-11T04:38:28+00:00
32,32,keys,1761223905,6,Green Confetti,Prince Tavish's Crown,2065.76,32 keys,"2,065.76 ref",misc,Level 1-100 Hat,342,2026-09-11T04:38:28+00:00
