effect_id,effect_name,item_name,bp_price_ref,bp_price_keys,bp_price_all,exist,slot,summary,defindex
76,Poisoned Shadows,Conjurer's Cowl,71525,1250 keys,"71,525.00 ref, $2181.51",4,misc,Level 1-100 Hood,465
76,Poisoned Shadows,Virtual Reality Headset,68664,1200 keys,"68,664.00 ref, $2094.25",1,misc,Level 10 Headset,628
76,Poisoned Shadows,Détective Noir,65803,1150 keys,"65,803.00 ref, $2006.99",1,misc,Level 1-100 Hat,319
76,Poisoned Shadows,Shooter's Sola Topi,64372.5,1100–1150 keys,"64,372.50 ref, $1963.36",1,misc,Level 1-100 Helmet,158
76,Poisoned Shadows,Prince Tavish's Crown,62942,1100 keys,"62,942.00 ref, $1919.73",3,misc,Level 1-100 Hat,342
76,Poisoned Shadows,Stout Shako,62942,1100 keys,"62,942.00 ref, $1919.73",2,misc,Level 1-100 Hat,251
76,Poisoned Shadows,Tyrantium Helmet,62942,1100 keys,"62,942.00 ref, $1919.73",1,misc,Level 1-100 Helmet,30014
76,Poisoned Shadows,Brainiac Hairpiece,61854.82,1081 keys,"61,854.82 ref, $1886.57",1,misc,Level 1-100 Facial Hair,590
76,Poisoned Shadows,Desert Marauder,60081,1050 keys,"60,081.00 ref, $1832.47",2,misc,Level 1-100 Hat,400
76,Poisoned Shadows,Mask of the Shaman,60081,1050 keys,"60,081.00 ref, $1832.47",1,misc,Level 10 Mask,514
76,Poisoned Shadows,L'Inspecteur,57220,1000 keys,"57,220.00 ref, $1745.21",3,misc,Level 10 Hat,622
76,Poisoned Shadows,Shooter's Tin Topi,57220,1000 keys,"57,220.00 ref, $1745.21",2,misc,Level 1-100 Hat,30005
76,Poisoned Shadows,Bot Dogger,55503.4,970 keys,"55,503.40 ref, $1692.85",3,misc,Level 1-100 Hat,30018
76,Poisoned Shadows,Outta Sight,55360.35,835–1100 keys,"55,360.35 ref, $1688.49",1,misc,Level 1-100 Hat,30628
76,Poisoned Shadows,Modest Pile of Hat,53786.8,940 keys,"53,786.80 ref, $1640.50",1,misc,Level 1-100 Hat,139
76,Poisoned Shadows,Safe'n'Sound,52928.5,925 keys,"52,928.50 ref, $1614.32",2,misc,Level 1-100 Hat,178
76,Poisoned Shadows,One-Man Army,49323.64,862 keys,"49,323.64 ref, $1504.37",0,misc,Level 10 Hair,601
76,Poisoned Shadows,Old Guadalajara,48637,850 keys,"48,637.00 ref, $1483.43",3,misc,Level 1-100 Hat,247
76,Poisoned Shadows,Swagman's Swatter,47206.5,825 keys,"47,206.50 ref, $1439.80",4,misc,Level 10 Hat,626
76,Poisoned Shadows,Tough Guy's Toque,47206.5,825 keys,"47,206.50 ref, $1439.80",2,misc,Level 1-100 Hat,97
76,Poisoned Shadows,Carouser's Capotain,45776,800 keys,"45,776.00 ref, $1396.17",2,misc,Level 1-100 Hat,259
76,Poisoned Shadows,Das Gutenkutteharen,45776,800 keys,"45,776.00 ref, $1396.17",4,misc,Level 1-100 Hair,30127
76,Poisoned Shadows,Das Übersternmann,45776,800 keys,"45,776.00 ref, $1396.17",3,misc,Level 1-100 Hat,30097
76,Poisoned Shadows,Outdoorsman,45776,800 keys,"45,776.00 ref, $1396.17",3,misc,Level 10 Hat,603
76,Poisoned Shadows,Teutonic Toque,45776,800 keys,"45,776.00 ref, $1396.17",1,misc,Level 1-100 Hat,30351
76,Poisoned Shadows,Dr's Dapper Topper,43029.44,752 keys,"43,029.44 ref, $1312.40",4,misc,Level 1-100 Hat,252
76,Poisoned Shadows,Brigade Helm,42915,750 keys,"42,915.00 ref, $1308.91",2,misc,Level 1-100 Helmet,105
76,Poisoned Shadows,Ye Oiled Baker Boy,40054,700 keys,"40,054.00 ref, $1221.65",2,misc,Level 1-100 Hat,30019
76,Poisoned Shadows,Base Metal Billycock,39596.24,692 keys,"39,596.24 ref, $1207.69",4,misc,Level 1-100 Hat,30007
76,Poisoned Shadows,Steel Shako,39195.7,610–760 keys,"39,195.70 ref, $1195.47",2,misc,Level 1-100 Hat,30017
76,Poisoned Shadows,Buckaroo's Hat,38909.6,680 keys,"38,909.60 ref, $1186.74",3,misc,Level 1-100 Hat,322
76,Poisoned Shadows,Whoopee Cap,38909.6,680 keys,"38,909.60 ref, $1186.74",1,misc,Level 1-100 Hat,174
76,Poisoned Shadows,Metal Slug,37650.76,658 keys,"37,650.76 ref, $1148.35",2,misc,Level 1-100 Hat,30028
76,Poisoned Shadows,Little Buddy,37193,650 keys,"37,193.00 ref, $1134.39",2,misc,Level 10 Hat,612
76,Poisoned Shadows,Valley Forge,35762.5,625 keys,"35,762.50 ref, $1090.76",1,misc,Level 1-100 Hat,30114
76,Poisoned Shadows,Fat Man's Field Cap,35476.4,620 keys,"35,476.40 ref, $1082.03",2,misc,Level 1-100 Hat,30911
76,Poisoned Shadows,Birdcage,34904.2,610 keys,"34,904.20 ref, $1064.58",2,misc,Level 10 Hat,615
76,Poisoned Shadows,Black Watch,34332,600 keys,"34,332.00 ref, $1047.13",3,misc,Level 1-100 Hat,30105
76,Poisoned Shadows,Sober Stuntman,34332,600 keys,"34,332.00 ref, $1047.13",3,misc,Level 1-100 Helmet,255
76,Poisoned Shadows,Hat with No Name,34045.9,540–650 keys,"34,045.90 ref, $1038.40",1,misc,Level 10 Hat,631
76,Poisoned Shadows,Tough Stuff Muffs,33759.8,580–600 keys,"33,759.80 ref, $1029.67",1,misc,Level 1-100 Hat,984
76,Poisoned Shadows,Hottie's Hoodie,33473.7,500–670 keys,"33,473.70 ref, $1020.95",1,misc,Level 1-100 Hood,377
76,Poisoned Shadows,Tam O' Shanter,33187.6,580 keys,"33,187.60 ref, $1012.22",1,misc,Level 1-100 Hat,480
76,Poisoned Shadows,Modest Metal Pile of Scrap,32615.4,570 keys,"32,615.40 ref, $994.77",1,misc,Level 1-100 Hat,30001
76,Poisoned Shadows,Hive Minder,31471,550 keys,"31,471.00 ref, $959.87",2,misc,Level 1-100 Hat,30093
76,Poisoned Shadows,Charmer's Chapeau,30040.5,525 keys,"30,040.50 ref, $916.24",1,misc,Level 1-100 Hat,397
76,Poisoned Shadows,Counterfeit Billycock,30040.5,400–650 keys,"30,040.50 ref, $916.24",0,misc,Level 10 Hat,602
76,Poisoned Shadows,Harmburg,30040.5,500–550 keys,"30,040.50 ref, $916.24",4,misc,Level 1-100 Hat,30123
76,Poisoned Shadows,B'aaarrgh-n-Bicorne,29868.84,522 keys,"29,868.84 ref, $911.00",1,misc,Level 1-100 Hat,30718
76,Poisoned Shadows,Nunhood,28610,500 keys,"28,610.00 ref, $872.61",1,misc,Level 1-100 Hat,30311
76,Poisoned Shadows,Pencil Pusher,28610,500 keys,"28,610.00 ref, $872.61",1,misc,Level 10 Hair,605
76,Poisoned Shadows,Stainless Pot,28610,500 keys,"28,610.00 ref, $872.61",3,misc,Level 1-100 Hat,98
76,Poisoned Shadows,Big Country,28438.34,497 keys,"28,438.34 ref, $867.37",2,misc,Level 1-100 Hair,382
76,Poisoned Shadows,Professor's Peculiarity,28037.8,490 keys,"28,037.80 ref, $855.15",3,misc,Level 1-100 Hair,384
76,Poisoned Shadows,Exquisite Rack,26664.52,466 keys,"26,664.52 ref, $813.27",1,misc,Level 1-100 Cosmetic Item,339
76,Poisoned Shadows,Trencher's Topper,26321.2,460 keys,"26,321.20 ref, $802.80",1,misc,Level 1-100 Helmet,30336
76,Poisoned Shadows,Helmet without a Home,25749,450 keys,"25,749.00 ref, $785.34",2,misc,Level 1-100 Helmet,732
76,Poisoned Shadows,Respectless Robo-Glove,25749,450 keys,"25,749.00 ref, $785.34",3,misc,Level 1-100 Hat,30039
76,Poisoned Shadows,Buccaneer's Bicorne,25176.8,440 keys,"25,176.80 ref, $767.89",1,misc,Level 10 Hat,607
76,Poisoned Shadows,Horrific Headsplitter,25176.8,440 keys,"25,176.80 ref, $767.89",2,misc,Level 31 Hat,291
76,Poisoned Shadows,Strontium Stove Pipe,24890.7,435 keys,"24,890.70 ref, $759.17",1,misc,Level 1-100 Hat,30037
76,Poisoned Shadows,Bomber's Bucket Hat,24833.48,434 keys,"24,833.48 ref, $757.42",0,misc,Level 1-100 Hat,30547
76,Poisoned Shadows,Soviet Gentleman,23460.2,410 keys,"23,460.20 ref, $715.54",1,misc,Level 1-100 Hat,821
76,Poisoned Shadows,Samur-Eye,22888,400 keys,"22,888.00 ref, $698.08",2,misc,Level 1-100 Helmet,359
76,Poisoned Shadows,Virus Doctor,22888,400 keys,"22,888.00 ref, $698.08",3,misc,Level 1-100 Hat,30043
76,Poisoned Shadows,Hat of Cards,22172.75,350–425 keys,"22,172.75 ref, $676.27",2,misc,Level 1-100 Hat,825
76,Poisoned Shadows,Rebel Rouser,22029.7,385 keys,"22,029.70 ref, $671.91",1,misc,Level 1-100 Hat,30120
76,Poisoned Shadows,Barnstormer,21743.6,380 keys,"21,743.60 ref, $663.18",2,misc,Level 1-100 Hat,988
76,Poisoned Shadows,Texas Ten Gallon,21743.6,375–385 keys,"21,743.60 ref, $663.18",2,misc,Level 1-100 Hat,94
76,Poisoned Shadows,Brown Bomber,21561.639344262,322.99–430.65 keys,"21,561.64 ref, 376.82 keys",1,misc,Level 1-100 Hat,671
76,Poisoned Shadows,Nanobalaclava,21457.5,375 keys,"21,457.50 ref, $654.45",2,misc,Level 10 Hat,521
76,Poisoned Shadows,Big Elfin Deal,21171.4,370 keys,"21,171.40 ref, $645.73",4,misc,Level 1-100 Hat,652
76,Poisoned Shadows,Galvanized Gibus,20885.3,365 keys,"20,885.30 ref, $637.00",2,misc,Level 1-100 Hat,30003
76,Poisoned Shadows,Dragonborn Helmet,20027,350 keys,"20,027.00 ref, $610.82",3,misc,Level 10 Helmet,517
76,Poisoned Shadows,Glengarry Bonnet,19426.19,285–394 keys,"19,426.19 ref, $592.50",1,misc,Level 1-100 Hat,100
76,Poisoned Shadows,Front Runner,18596.5,305–345 keys,"18,596.50 ref, $567.19",1,misc,Level 1-100 Hat,760
76,Poisoned Shadows,Halogen Head Lamp,18596.5,325 keys,"18,596.50 ref, $567.19",1,misc,Level 1-100 Hat,30041
76,Poisoned Shadows,Electric Escorter,17738.2,310 keys,"17,738.20 ref, $541.02",3,misc,Level 1-100 Hat,30025
76,Poisoned Shadows,Voodoo JuJu (Slight Return),17309.05,280–325 keys,"17,309.05 ref, $527.93",3,misc,Level 1-100 Hat,935
76,Poisoned Shadows,Warhood,17166,300 keys,"17,166.00 ref, $523.56",0,misc,Level 1-100 Hood,30866
76,Poisoned Shadows,Industrial Festivizer,16021.6,230–330 keys,"16,021.60 ref, $488.66",2,misc,Level 1-100 Hat,338
76,Poisoned Shadows,Le Party Phantom,16021.6,280 keys,"16,021.60 ref, $488.66",1,misc,Level 1-100 Mask,337
76,Poisoned Shadows,Danger,15592.45,265–280 keys,"15,592.45 ref, $475.57",1,misc,Level 1-100 Apparel,30420
76,Poisoned Shadows,Das Hazmattenhatten,15163.3,265 keys,"15,163.30 ref, $462.48",0,misc,Level 1-100 Safety Apparatus,30095
76,Poisoned Shadows,Chieftain's Challenge,13160.6,230 keys,"13,160.60 ref, $401.40",1,misc,Level 1-100 Hat,250
76,Poisoned Shadows,Napper's Respite,12760.06,223 keys,"12,760.06 ref, $389.18",2,misc,Level 1-100 Hat,248
76,Poisoned Shadows,Kiss King,12702.84,222 keys,"12,702.84 ref, $387.44",1,misc,Level 1-100 Hat,30313
76,Poisoned Shadows,Bonk Boy,12073.42,211 keys,"12,073.42 ref, $368.24",2,misc,Level 1-100 Mask,451
76,Poisoned Shadows,Human Cannonball,11844.54,207 keys,"11,844.54 ref, $361.26",1,misc,Level 1-100 Helmet,817
76,Poisoned Shadows,Vintage Tyrolean,11444,200 keys,"11,444.00 ref, $349.04",3,misc,Level 1-100 Hat,101
76,Poisoned Shadows,Cyborg Stunt Helmet,11300.95,180–215 keys,"11,300.95 ref, $344.68",1,misc,Level 1-100 Helmet,30024
76,Poisoned Shadows,Flamboyant Flamenco,10585.7,185 keys,"10,585.70 ref, $322.86",2,misc,Level 10 Hat,627
76,Poisoned Shadows,Killer's Kabuto,10299.6,180 keys,"10,299.60 ref, $314.14",1,misc,Level 1-100 Helmet,152
76,Poisoned Shadows,Pyro's Boron Beanie,9870.45,170–175 keys,"9,870.45 ref, $301.05",2,misc,Level 1-100 Hat,30040
76,Poisoned Shadows,Furious Fukaamigasa,8811.88,154 keys,"8,811.88 ref, $268.76",2,misc,Level 1-100 Hat,395
76,Poisoned Shadows,Surgeon's Stahlhelm,8726.05,130–175 keys,"8,726.05 ref, $266.14",2,misc,Level 10 Helmet,616
76,Poisoned Shadows,Lucky Shot,8640.22,140–162 keys,"8,640.22 ref, $263.53",1,misc,Level 1-100 Helmet,701
76,Poisoned Shadows,Attendant,8583,150 keys,"8,583.00 ref, $261.78",2,misc,Level 1-100 Hat,213
76,Poisoned Shadows,Ze Goggles,8068.02,141 keys,"8,068.02 ref, $246.07",1,misc,Level 1-100 Glasses,177
76,Poisoned Shadows,Private Eye,7724.7,135 keys,"7,724.70 ref, $235.60",1,misc,Level 1-100 Hat,388
76,Poisoned Shadows,Pithy Professional,7667.48,134 keys,"7,667.48 ref, $233.86",0,misc,Level 1-100 Hat,30915
76,Poisoned Shadows,Hermes,6866.4,120 keys,"6,866.40 ref, $209.43",1,misc,Level 10 Hat,633
76,Poisoned Shadows,Slick Cut,6866.4,120 keys,"6,866.40 ref, $209.43",1,misc,Level 1-100 Hair,30187
76,Poisoned Shadows,Western Wear,6866.4,120 keys,"6,866.40 ref, $209.43",2,misc,Level 1-100 Hat,379
76,Poisoned Shadows,Firewall Helmet,6465.86,101–125 keys,"6,465.86 ref, $197.21",2,misc,Level 1-100 Helmet,30038
76,Poisoned Shadows,Brain Bucket,6294.2,110 keys,"6,294.20 ref, $191.97",1,misc,Level 1-100 Hat,434
76,Poisoned Shadows,Brain-Warming Wear,6179.76,91–125 keys,"6,179.76 ref, $188.48",0,misc,Level 1-100 Hat,30827
76,Poisoned Shadows,Bullet Buzz,5722,100 keys,"5,722.00 ref, $174.52",1,misc,Level 1-100 Hair,30344
76,Poisoned Shadows,Ol' Geezer,5722,100 keys,"5,722.00 ref, $174.52",1,misc,Level 1-100 Hat,399
76,Poisoned Shadows,Stormin' Norman,5292.85,80–105 keys,"5,292.85 ref, $161.43",4,misc,Level 1-100 Helmet,30112
76,Poisoned Shadows,Pom-Pommed Provocateur,5149.8,80–100 keys,"5,149.80 ref, $157.07",3,misc,Level 1-100 Mask,30072
76,Poisoned Shadows,Das Maddendoktor,4863.7,85 keys,"4,863.70 ref, $148.34",2,misc,Level 1-100 Hair,30121
76,Poisoned Shadows,Gridiron Guardian,4863.7,85 keys,"4,863.70 ref, $148.34",1,misc,Level 1-100 Helmet,30013
76,Poisoned Shadows,Hotrod,4863.7,85 keys,"4,863.70 ref, $148.34",1,misc,Level 1-100 Mask,148
76,Poisoned Shadows,Baron von Havenaplane,4806.48,84 keys,"4,806.48 ref, $146.60",1,misc,Level 1-100 Hat,30136
76,Poisoned Shadows,Hound Dog,4577.6,80 keys,"4,577.60 ref, $139.62",1,misc,Level 1-100 Hair,145
76,Poisoned Shadows,Sergeant's Drill Hat,4405.94,77 keys,"4,405.94 ref, $134.38",1,misc,Level 1-100 Hat,183
76,Poisoned Shadows,Ye Olde Baker Boy,4119.84,72 keys,"4,119.84 ref, $125.66",1,misc,Level 1-100 Hat,107
76,Poisoned Shadows,Katyusha,4005.4,70 keys,"4,005.40 ref, $122.16",1,misc,Level 1-100 Hat,30094
76,Poisoned Shadows,Gentleman's Ushanka,3776.52,66 keys,"3,776.52 ref, $115.18",1,misc,Level 1-100 Hat,778
76,Poisoned Shadows,Jumper's Jeepcap,3662.08,64 keys,"3,662.08 ref, $111.69",2,misc,Level 1-100 Hat,417
76,Poisoned Shadows,Hard Counter,3604.86,61–65 keys,"3,604.86 ref, $109.95",1,misc,Level 1-100 Hat,254
76,Poisoned Shadows,Backbiter's Billycock,3490.42,57–65 keys,"3,490.42 ref, $106.46",2,misc,Level 1-100 Hat,108
76,Poisoned Shadows,Bombing Run,3032.66,53 keys,"3,032.66 ref, $92.50",1,misc,Level 1-100 Helmet,249
76,Poisoned Shadows,Professional's Panama,2918.22,45–57 keys,"2,918.22 ref, $89.01",0,misc,Level 1-100 Hat,109
76,Poisoned Shadows,Bolted Birdcage,2803.78,49 keys,"2,803.78 ref, $85.52",2,misc,Level 1-100 Hat,30057
76,Poisoned Shadows,Magistrate's Mullet,2803.78,49 keys,"2,803.78 ref, $85.52",1,misc,Level 1-100 Hair,147
76,Poisoned Shadows,Ol' Snaggletooth,2775.17,47–50 keys,"2,775.17 ref, $84.64",2,misc,Level 1-100 Hat,229
76,Poisoned Shadows,Prancer's Pride,2746.56,48 keys,"2,746.56 ref, $83.77",2,misc,Level 1-100 Hat,318
76,Poisoned Shadows,Burning Bandana,2689.34,44–50 keys,"2,689.34 ref, $82.02",1,misc,Level 1-100 Bandana,30091
76,Poisoned Shadows,Pure Tin Capotain,2689.34,47 keys,"2,689.34 ref, $82.02",1,misc,Level 1-100 Hat,30021
76,Poisoned Shadows,Titanium Tyrolean,2632.12,46 keys,"2,632.12 ref, $80.28",1,misc,Level 1-100 Hat,30045
76,Poisoned Shadows,Coupe D'isaster,2346.02,40–42 keys,"2,346.02 ref, $71.55",2,misc,Level 1-100 Hair,330
76,Poisoned Shadows,Dead Cone,2059.92,30–42 keys,"2,059.92 ref, $62.83",1,misc,Level 1-100 Hat,435
76,Poisoned Shadows,Letch's LED,2059.92,36 keys,"2,059.92 ref, $62.83",1,misc,Level 1-100 Hat,30002
76,Poisoned Shadows,Waxy Wayfinder,2002.7,33–37 keys,"2,002.70 ref, $61.08",3,misc,Level 1-100 Hat,753
79,Darkblaze,Pyromancer's Mask,787919.4,13770 keys,"787,919.40 ref, $24031.54",1,misc,Level 1-100 Mask,316
79,Darkblaze,Killer Exclusive,632281,11050 keys,"632,281.00 ref, $19284.57",3,misc,Level 10 Hat,538
79,Darkblaze,Team Captain,629420,11000 keys,"629,420.00 ref, $19197.31",3,misc,Level 1-100 Hat,378
79,Darkblaze,Virtual Viewfinder,553603.5,9675 keys,"553,603.50 ref, $16884.91",1,misc,Level 1-100 Headset,30140
79,Darkblaze,Antlers,549312,9600 keys,"549,312.00 ref, $16754.02",1,misc,Level 1-100 Cosmetic Item,993
79,Darkblaze,Crone's Dome,421711.4,7370 keys,"421,711.40 ref, $12862.20",1,misc,Level 1-100 Hat,920
79,Darkblaze,Brown Bomber,320432,5600 keys,"320,432.00 ref, $9773.18",1,misc,Level 1-100 Hat,671
79,Darkblaze,Das Hazmattenhatten,320432,5600 keys,"320,432.00 ref, $9773.18",1,misc,Level 1-100 Safety Apparatus,30095
79,Darkblaze,Flipped Trilby,306127,5350 keys,"306,127.00 ref, $9336.87",1,misc,Level 1-100 Hat,324
79,Darkblaze,Brotherhood of Arms,292966.4,5120 keys,"292,966.40 ref, $8935.48",3,misc,Level 1-100 Hat,30066
79,Darkblaze,Pencil Pusher,280378,4900 keys,"280,378.00 ref, $8551.53",1,misc,Level 10 Hair,605
79,Darkblaze,Hat with No Name,264642.5,4625 keys,"264,642.50 ref, $8071.60",1,misc,Level 10 Hat,631
79,Darkblaze,Tough Stuff Muffs,258634.4,4520 keys,"258,634.40 ref, $7888.35",2,misc,Level 1-100 Hat,984
79,Darkblaze,Infernal Impaler,252912.4,4420 keys,"252,912.40 ref, $7713.83",1,misc,Level 13 Headgear,575
79,Darkblaze,Soldered Sensei,240324,4200 keys,"240,324.00 ref, $7329.88",4,misc,Level 1-100 Hat,30004
79,Darkblaze,Well-Rounded Rifleman,224588.5,3925 keys,"224,588.50 ref, $6849.95",3,misc,Level 1-100 Hat,30067
79,Darkblaze,A Rather Festive Tree,217436,3800 keys,"217,436.00 ref, $6631.80",2,misc,Level 1-100 Hat,341
79,Darkblaze,Troublemaker's Tossle Cap,213888.36,3738 keys,"213,888.36 ref, $6523.59",2,misc,Level 1-100 Hat,150
79,Darkblaze,Nunhood,197409,3450 keys,"197,409.00 ref, $6020.97",1,misc,Level 1-100 Hat,30311
79,Darkblaze,Tyrant's Helm,171660,3000 keys,"171,660.00 ref, $5235.63",2,misc,Level 1-100 Helmet,99
79,Darkblaze,Dark Falkirk Helm,167368.5,2925 keys,"167,368.50 ref, $5104.74",1,misc,Level 1-100 Helmet,30357
79,Darkblaze,Flamboyant Flamenco,143793.86,2513 keys,"143,793.86 ref, $4385.71",5,misc,Level 10 Hat,627
79,Darkblaze,Pithy Professional,143622.2,2510 keys,"143,622.20 ref, $4380.48",3,misc,Level 1-100 Hat,30915
79,Darkblaze,Texas Ten Gallon,131606,2300 keys,"131,606.00 ref, $4013.98",2,misc,Level 1-100 Hat,94
79,Darkblaze,Bonk Helm,128745,2250 keys,"128,745.00 ref, $3926.72",1,misc,Level 1-100 Helmet,106
79,Darkblaze,Modest Metal Pile of Scrap,125884,2200 keys,"125,884.00 ref, $3839.46",2,misc,Level 1-100 Hat,30001
79,Darkblaze,Heavy Duty Rag,120162,2100 keys,"120,162.00 ref, $3664.94",3,misc,Level 1-100 Bandana,185
79,Darkblaze,Brim-Full of Bullets,114440,2000 keys,"114,440.00 ref, $3490.42",5,misc,Level 1-100 Hat,30173
79,Darkblaze,Virus Doctor,114440,2000 keys,"114,440.00 ref, $3490.42",1,misc,Level 1-100 Hat,30043
79,Darkblaze,Triboniophorus Tyrannus,106429.2,1860 keys,"106,429.20 ref, $3246.09",2,misc,Level 1-100 Mascot,151
79,Darkblaze,Desert Marauder,104426.5,1825 keys,"104,426.50 ref, $3185.01",2,misc,Level 1-100 Hat,400
79,Darkblaze,Chieftain's Challenge,103568.2,1810 keys,"103,568.20 ref, $3158.83",2,misc,Level 1-100 Hat,250
79,Darkblaze,Backbiter's Billycock,102996,1800 keys,"102,996.00 ref, $3141.38",3,misc,Level 1-100 Hat,108
79,Darkblaze,Halogen Head Lamp,102996,1800 keys,"102,996.00 ref, $3141.38",1,misc,Level 1-100 Hat,30041
79,Darkblaze,Crocleather Slouch,100135,1750 keys,"100,135.00 ref, $3054.12",3,misc,Level 1-100 Hat,344
79,Darkblaze,Executioner,94413,1650 keys,"94,413.00 ref, $2879.60",2,misc,Level 1-100 Hat,921
79,Darkblaze,Whoopee Cap,94413,1650 keys,"94,413.00 ref, $2879.60",4,misc,Level 1-100 Hat,174
79,Darkblaze,Galvanized Gibus,92982.5,1450–1800 keys,"92,982.50 ref, $2835.97",4,misc,Level 1-100 Hat,30003
79,Darkblaze,Bear Necessities,91552,1600 keys,"91,552.00 ref, $2792.34",4,misc,Level 1-100 Spirit Animal,30122
79,Darkblaze,Full Metal Drill Hat,91552,1600 keys,"91,552.00 ref, $2792.34",1,misc,Level 1-100 Hat,30026
79,Darkblaze,Hound Dog,91552,1600 keys,"91,552.00 ref, $2792.34",1,misc,Level 1-100 Hair,145
79,Darkblaze,Noble Amassment of Hats,91552,1600 keys,"91,552.00 ref, $2792.34",2,misc,Level 1-100 Hat,137
79,Darkblaze,Surgeon's Stahlhelm,90121.5,1575 keys,"90,121.50 ref, $2748.71",1,misc,Level 10 Helmet,616
79,Darkblaze,Hard Counter,88691,1550 keys,"88,691.00 ref, $2705.08",2,misc,Level 1-100 Hat,254
79,Darkblaze,Grenadier's Softcap,85830,1500 keys,"85,830.00 ref, $2617.82",2,misc,Level 1-100 Hat,227
79,Darkblaze,Officer's Ushanka,85830,1500 keys,"85,830.00 ref, $2617.82",2,misc,Level 1-100 Hat,96
79,Darkblaze,Razor Cut,85830,1500 keys,"85,830.00 ref, $2617.82",1,misc,Level 1-100 Hat,30393
79,Darkblaze,Attendant,82969,1450 keys,"82,969.00 ref, $2530.55",1,misc,Level 1-100 Hat,213
79,Darkblaze,Hermes,80108,1400 keys,"80,108.00 ref, $2443.29",4,misc,Level 10 Hat,633
79,Darkblaze,Fruit Shoot,79535.8,1390 keys,"79,535.80 ref, $2425.84",2,misc,Level 1-100 Hat,759
79,Darkblaze,Cloud Crasher,77247,1350 keys,"77,247.00 ref, $2356.03",3,misc,Level 1-100 Helmet,30071
79,Darkblaze,One-Man Army,71525,1250 keys,"71,525.00 ref, $2181.51",2,misc,Level 10 Hair,601
79,Darkblaze,Professor's Peculiarity,71525,1250 keys,"71,525.00 ref, $2181.51",5,misc,Level 1-100 Hair,384
79,Darkblaze,Backwards Ballcap,68664,1200 keys,"68,664.00 ref, $2094.25",3,misc,Level 10 Hat,617
79,Darkblaze,Cyborg Stunt Helmet,68664,1200 keys,"68,664.00 ref, $2094.25",1,misc,Level 1-100 Helmet,30024
79,Darkblaze,Das Naggenvatcher,68664,1200 keys,"68,664.00 ref, $2094.25",5,misc,Level 1-100 Hat,30109
79,Darkblaze,Helmet without a Home,68664,1200 keys,"68,664.00 ref, $2094.25",2,misc,Level 1-100 Helmet,732
79,Darkblaze,Prince Tavish's Crown,68664,1200 keys,"68,664.00 ref, $2094.25",3,misc,Level 1-100 Hat,342
79,Darkblaze,Vintage Tyrolean,68377.9,1195 keys,"68,377.90 ref, $2085.53",1,misc,Level 1-100 Hat,101
79,Darkblaze,Caribbean Conqueror,63571.42,1111 keys,"63,571.42 ref, $1938.93",1,misc,Level 1-100 Hat,30116
79,Darkblaze,Buccaneer's Bicorne,62942,1100 keys,"62,942.00 ref, $1919.73",1,misc,Level 10 Hat,607
79,Darkblaze,Milkman,62942,1100 keys,"62,942.00 ref, $1919.73",1,misc,Level 1-100 Hat,219
79,Darkblaze,Soldier's Slope Scopers,62942,1100 keys,"62,942.00 ref, $1919.73",1,misc,Level 1-100 Hat,980
79,Darkblaze,Frenchman's Beret,60081,1000–1100 keys,"60,081.00 ref, $1832.47",2,misc,Level 1-100 Hat,180
79,Darkblaze,Anger,57220,1000 keys,"57,220.00 ref, $1745.21",2,misc,Level 10 Hood,518
79,Darkblaze,Bonk Leadwear,57220,1000 keys,"57,220.00 ref, $1745.21",2,misc,Level 1-100 Helmet,30030
79,Darkblaze,Doctor's Sack,57220,1000 keys,"57,220.00 ref, $1745.21",2,misc,Level 1-100 Hat,398
79,Darkblaze,Larrikin Robin,57220,1000 keys,"57,220.00 ref, $1745.21",6,misc,Level 1-100 Hat,314
79,Darkblaze,Pom-Pommed Provocateur,56361.7,985 keys,"56,361.70 ref, $1719.03",3,misc,Level 1-100 Mask,30072
79,Darkblaze,Bot Dogger,56075.6,980 keys,"56,075.60 ref, $1710.31",3,misc,Level 1-100 Hat,30018
79,Darkblaze,Hive Minder,55503.4,970 keys,"55,503.40 ref, $1692.85",2,misc,Level 1-100 Hat,30093
79,Darkblaze,Ol' Geezer,54359,950 keys,"54,359.00 ref, $1657.95",4,misc,Level 1-100 Hat,399
